date,prectot,qv2m,rh2m,ps,t2m_range,ts,t2mdew,t2mwet,t2m_max,t2m_min,t2m,ws50m_range,ws10m_range,ws50m_min,ws10m_min,ws50m_max,ws10m_max,ws50m,ws10m,yearid
2019-06-30,4.79,11.6,86.03,99.5,7.35,18.96,16.2,16.21,22.64,15.28,18.58,2.91,3.0,3.35,1.7,6.27,4.7,5.02,3.14,2019
2019-07-01,0.4,12.21,77.65,99.66,11.47,21.53,17.08,16.98,26.22,14.75,21.07,4.73,2.43,2.12,1.59,6.85,4.02,4.7,2.87,2019
2019-07-02,0.56,13.25,78.9,99.26,9.5,22.33,18.31,18.23,26.82,17.32,22.08,2.19,1.95,3.67,1.9,5.86,3.84,4.84,2.95,2019
2019-07-03,0.07,12.41,70.21,99.65,12.35,22.98,17.38,17.25,28.27,15.92,23.0,4.74,1.91,0.85,0.65,5.59,2.56,3.04,1.81,2019
2019-07-04,0.0,13.7,68.14,100.23,9.61,24.4,19.06,18.86,29.97,20.36,25.23,1.89,1.37,1.62,1.1,3.51,2.47,2.67,1.84,2019
2019-07-05,2.7,16.79,86.36,100.09,7.84,24.52,22.19,22.08,27.87,20.03,24.61,3.87,1.95,2.02,1.59,5.9,3.53,4.22,2.5,2019
2019-07-06,4.11,14.61,84.54,99.65,11.43,22.67,19.89,19.52,26.4,14.97,22.6,1.86,2.29,5.2,2.81,7.06,5.1,6.22,3.79,2019
2019-07-07,1.09,8.67,68.68,100.15,11.14,18.31,11.92,11.8,23.0,11.86,17.66,3.83,1.88,3.23,1.99,7.06,3.87,4.47,2.78,2019
2019-07-08,0.28,9.89,69.33,100.05,12.11,19.76,13.91,13.71,25.21,13.11,19.59,5.25,2.61,1.27,0.94,6.52,3.56,4.01,2.38,2019
2019-07-09,0.39,11.94,74.66,100.08,12.44,21.61,16.82,16.7,27.37,14.93,21.43,2.45,1.33,3.8,2.36,6.25,3.69,5.16,3.12,2019
2019-07-10,1.44,12.94,72.21,100.03,11.78,23.52,18.1,17.99,29.45,17.67,23.28,6.06,2.74,0.61,0.38,6.67,3.12,3.41,1.88,2019
2019-07-11,19.33,15.24,93.96,99.4,6.68,21.69,20.48,20.41,24.5,17.82,21.51,4.43,2.44,2.36,1.79,6.79,4.24,4.85,3.06,2019
2019-07-12,4.74,13.49,81.47,99.12,9.08,22.23,18.55,18.47,25.73,16.65,21.82,2.41,1.34,4.17,2.61,6.58,3.95,5.38,3.42,2019
2019-07-13,3.82,12.69,80.68,99.48,11.93,21.45,17.64,17.51,26.62,14.69,21.05,3.88,2.42,3.5,2.39,7.38,4.81,5.6,3.58,2019
2019-07-14,0.43,11.21,77.74,99.78,7.98,20.27,15.77,15.72,23.73,15.75,19.71,2.58,2.12,4.27,2.83,6.84,4.95,5.8,3.71,2019
2019-07-15,2.62,11.29,76.26,100.15,10.92,20.66,15.94,15.87,25.68,14.75,20.19,2.86,1.03,2.97,2.26,5.83,3.3,4.6,2.79,2019
2019-07-16,1.05,13.9,83.22,99.75,9.83,22.16,19.12,18.94,26.13,16.3,22.07,5.63,2.72,2.68,2.13,8.31,4.85,6.31,3.79,2019
2019-07-17,3.52,14.32,83.04,99.63,10.42,22.55,19.57,19.39,26.62,16.2,22.57,2.84,1.45,3.94,2.35,6.79,3.79,5.53,3.35,2019
2019-07-18,0.76,10.79,74.3,99.97,10.45,20.27,15.22,15.13,24.68,14.22,19.85,3.55,2.35,2.38,1.69,5.94,4.05,4.06,2.69,2019
2019-07-19,2.52,17.01,84.41,99.11,11.95,25.04,22.26,22.09,30.18,18.23,25.04,5.23,4.13,3.34,1.97,8.57,6.1,6.89,4.36,2019
2019-07-20,0.38,16.93,78.33,99.1,8.3,26.27,22.23,22.08,30.18,21.88,26.23,4.88,2.61,2.5,2.09,7.38,4.69,5.76,3.56,2019
2019-07-21,3.97,14.63,76.4,99.12,9.6,24.52,19.88,19.67,27.68,18.09,24.21,6.16,4.56,3.96,2.51,10.11,7.07,6.08,3.9,2019
2019-07-22,0.01,9.47,69.4,99.74,5.63,19.09,13.2,13.07,21.32,15.69,18.83,4.91,2.29,0.78,0.36,5.7,2.65,2.08,1.23,2019
2019-07-23,0.53,9.57,66.17,99.62,10.5,20.12,13.35,13.23,25.07,14.57,19.75,4.59,2.55,1.9,1.42,6.48,3.97,4.2,2.54,2019
2019-07-24,0.0,8.88,68.14,100.1,11.58,18.87,12.28,12.19,23.28,11.7,18.16,4.01,2.62,1.25,0.8,5.26,3.42,3.75,2.42,2019
2019-07-25,0.74,10.87,68.28,100.35,10.56,21.25,15.43,15.22,26.72,16.16,21.41,4.59,3.39,0.57,0.46,5.16,3.84,3.52,2.36,2019
2019-07-26,1.48,12.07,70.09,100.77,13.69,22.95,17.13,16.96,29.28,15.59,22.76,2.64,0.77,2.52,1.94,5.16,2.71,3.81,2.36,2019
2019-07-27,0.52,12.85,69.6,100.54,13.25,24.15,18.08,17.92,30.12,16.87,23.86,4.69,1.68,2.3,1.85,6.99,3.53,4.94,2.83,2019
2019-07-28,1.87,14.83,79.52,99.85,7.52,24.09,20.19,20.14,27.64,20.12,23.89,2.98,3.46,4.73,2.32,7.71,5.78,6.34,3.97,2019
2019-07-29,0.66,14.29,73.16,99.72,11.56,25.09,19.62,19.48,29.83,18.28,24.65,3.52,0.81,2.8,2.14,6.33,2.95,4.4,2.57,2019
2019-07-30,5.3,15.75,76.88,99.67,8.51,25.68,21.16,21.07,30.32,21.81,25.43,4.37,4.05,3.97,1.84,8.34,5.9,5.97,3.64,2019
2019-07-31,1.51,13.22,73.94,100.01,10.7,23.78,18.43,18.2,28.09,17.39,23.24,4.06,3.48,2.84,1.83,6.9,5.3,5.15,3.25,2019
2019-08-01,2.42,9.67,64.9,100.47,12.38,21.16,13.65,13.47,26.07,13.69,20.37,3.27,1.06,2.66,1.91,5.93,2.97,4.01,2.34,2019
2019-08-02,0.25,9.92,61.34,100.38,11.87,22.0,14.02,13.87,27.62,15.75,21.68,3.46,1.18,3.28,2.18,6.73,3.36,4.73,2.92,2019
2019-08-03,2.41,11.36,71.43,99.84,11.74,21.83,16.03,15.83,27.18,15.45,21.31,2.71,2.75,3.95,2.29,6.66,5.04,5.45,3.46,2019
2019-08-04,1.82,8.26,66.97,100.0,10.72,18.28,11.17,10.98,22.74,12.02,17.28,2.17,1.58,3.16,2.32,5.33,3.9,4.67,2.89,2019
2019-08-05,0.32,9.09,63.41,99.86,14.33,20.26,12.61,12.45,26.18,11.85,19.65,4.63,1.95,2.42,1.77,7.05,3.73,4.77,2.78,2019
2019-08-06,0.29,12.58,73.87,99.34,14.2,22.72,17.52,17.35,29.19,14.99,22.33,2.43,1.87,2.93,1.8,5.36,3.68,4.44,2.68,2019
2019-08-07,3.53,14.29,86.24,99.28,5.91,22.04,19.46,19.45,25.03,19.12,21.86,2.27,2.04,1.32,0.84,3.59,2.88,2.59,1.74,2019
2019-08-08,5.67,13.01,76.46,98.66,9.56,22.42,17.93,17.76,27.9,18.34,22.2,6.32,4.1,2.6,1.51,8.92,5.61,5.71,3.78,2019
2019-08-09,3.93,10.96,78.24,98.85,9.23,19.52,15.26,15.19,23.86,14.63,19.09,3.56,3.29,4.59,2.68,8.15,5.97,6.33,4.07,2019
2019-08-10,1.86,9.1,77.6,99.27,5.8,16.97,12.48,12.41,19.14,13.35,16.36,2.0,2.61,5.34,2.79,7.34,5.4,6.24,4.02,2019
2019-08-11,0.13,9.99,70.32,99.65,12.01,19.86,14.0,13.83,25.02,13.01,19.45,2.72,3.11,5.48,2.89,8.2,6.0,6.77,4.35,2019
2019-08-12,4.99,12.28,76.79,99.4,10.14,21.64,17.14,17.03,26.43,16.3,21.31,2.64,3.27,4.66,2.14,7.3,5.41,6.02,3.87,2019
2019-08-13,0.37,10.15,70.09,99.41,10.27,20.38,14.22,14.02,25.24,14.96,19.73,3.56,1.99,2.86,1.76,6.42,3.75,4.33,2.66,2019
2019-08-14,0.26,8.96,70.49,99.92,10.4,18.67,12.38,12.28,22.82,12.42,17.74,3.99,1.46,1.72,1.58,5.71,3.04,3.8,2.31,2019
2019-08-15,0.86,8.55,67.89,100.29,12.17,18.74,11.73,11.63,23.24,11.06,17.65,4.54,1.55,1.92,1.63,6.46,3.18,3.86,2.27,2019
2019-08-16,5.41,10.37,71.72,100.1,10.76,20.71,14.64,14.53,25.38,14.62,19.81,5.07,2.87,1.5,1.54,6.56,4.4,3.8,2.4,2019
2019-08-17,6.28,13.33,86.52,99.9,9.55,21.14,18.45,18.4,26.27,16.72,20.78,2.27,1.34,1.67,1.27,3.93,2.61,3.04,1.85,2019
2019-08-18,1.37,13.5,83.65,99.88,8.31,21.77,18.67,18.6,25.32,17.0,21.53,5.56,2.2,0.73,0.57,6.29,2.77,3.35,1.89,2019
2019-08-19,1.55,12.98,76.45,99.62,12.12,22.38,18.05,17.7,27.93,15.81,22.32,5.5,5.21,4.55,2.11,10.05,7.32,7.21,4.46,2019
2019-08-20,0.04,9.66,62.8,100.12,14.3,21.1,13.58,13.43,27.85,13.55,20.83,2.43,2.17,3.43,2.15,5.86,4.32,4.95,3.05,2019
2019-08-21,4.52,13.68,86.45,99.49,10.12,21.29,18.79,18.67,26.04,15.91,21.14,5.95,3.17,0.66,0.46,6.61,3.64,3.22,1.82,2019
2019-08-22,0.46,11.32,71.29,99.4,9.93,21.59,15.9,15.64,25.28,15.35,21.21,1.73,2.14,5.17,2.69,6.9,4.84,6.03,3.96,2019
2019-08-23,0.29,8.28,67.09,100.17,10.0,18.2,11.22,11.08,22.75,12.75,17.3,2.16,2.53,4.44,2.36,6.6,4.89,5.68,3.61,2019
2019-08-24,0.08,8.58,71.14,100.95,12.16,17.82,11.87,11.79,23.03,10.87,17.06,1.82,1.37,3.5,2.25,5.32,3.62,4.25,2.79,2019
2019-08-25,0.02,8.32,66.03,101.21,14.04,18.24,11.46,11.35,24.41,10.38,17.8,2.93,1.71,2.32,1.9,5.25,3.61,3.96,2.71,2019
2019-08-26,0.1,8.92,65.53,100.82,12.98,19.04,12.46,12.36,25.75,12.77,18.97,3.67,3.36,1.52,0.82,5.19,4.18,3.49,2.41,2019
2019-08-27,3.23,9.37,66.49,100.05,11.99,19.47,13.1,12.97,25.5,13.5,19.4,5.36,3.23,1.49,1.22,6.85,4.45,4.71,2.8,2019
2019-08-28,13.86,12.77,91.61,99.51,5.52,19.19,17.69,17.67,21.92,16.4,19.1,1.94,1.9,3.82,1.91,5.76,3.81,4.59,2.64,2019
2019-08-29,1.11,10.8,74.8,99.5,9.11,20.01,15.16,15.07,24.84,15.73,19.68,3.27,2.66,3.95,2.26,7.22,4.93,5.81,3.46,2019
2019-08-30,4.96,9.38,72.43,99.63,10.52,18.21,13.02,12.86,23.58,13.06,17.98,4.99,5.18,5.12,2.38,10.12,7.56,7.14,4.41,2019
2019-08-31,0.28,7.77,69.16,100.76,10.38,16.57,10.35,10.27,21.76,11.38,15.92,1.7,1.97,4.74,2.36,6.43,4.33,5.51,3.39,2019
2019-09-01,2.05,7.75,67.91,101.0,14.99,17.08,10.35,10.16,23.24,8.25,16.21,4.83,1.69,2.61,1.87,7.44,3.56,4.55,2.6,2019
2019-09-02,17.31,10.78,87.01,99.91,8.37,17.35,15.12,15.08,21.44,13.08,17.3,3.09,1.38,2.53,1.68,5.61,3.06,4.14,2.46,2019
2019-09-03,0.65,7.48,71.66,100.18,9.32,15.56,9.7,9.59,19.66,10.34,14.7,5.63,3.38,0.88,0.53,6.51,3.91,4.05,2.45,2019
2019-09-04,11.45,10.11,80.07,99.34,13.8,17.49,14.08,13.7,24.2,10.39,17.52,6.92,6.24,5.35,2.64,12.27,8.88,9.37,6.08,2019
2019-09-05,0.12,6.99,66.96,100.34,13.07,14.89,8.74,8.64,20.97,7.9,14.74,2.6,1.8,2.73,1.71,5.34,3.51,4.19,2.63,2019
2019-09-06,1.15,8.49,75.46,100.15,10.39,16.36,11.57,11.5,20.99,10.6,15.85,3.97,2.17,3.28,2.11,7.25,4.28,5.09,3.19,2019
2019-09-07,7.0,8.77,79.92,99.42,8.94,16.12,11.93,11.87,20.31,11.37,15.35,4.0,2.08,0.31,0.38,4.31,2.47,2.71,1.64,2019
2019-09-08,0.62,7.37,78.11,100.1,9.59,13.71,9.44,9.37,17.74,8.15,13.13,3.22,3.33,3.34,1.6,6.56,4.93,5.06,3.14,2019
2019-09-09,0.15,5.79,65.23,101.09,13.03,12.92,6.09,6.03,18.65,5.62,12.36,4.25,2.53,0.33,0.11,4.57,2.64,2.22,1.31,2019
2019-09-10,2.7,7.77,80.25,100.88,11.4,13.82,10.32,10.0,18.62,7.22,13.64,2.22,1.73,2.04,1.34,4.26,3.06,3.15,1.97,2019
2019-09-11,1.74,11.12,83.65,100.16,12.96,18.57,15.66,15.4,24.75,11.79,18.46,3.44,3.43,4.55,2.32,7.99,5.75,6.54,4.16,2019
2019-09-12,1.69,6.69,69.82,100.99,10.47,14.15,8.16,8.03,19.17,8.7,13.5,1.63,2.25,4.68,2.38,6.32,4.63,5.33,3.36,2019
2019-09-13,3.38,6.28,64.78,101.34,14.39,14.25,7.29,7.19,20.27,5.88,13.73,5.34,3.31,3.29,2.42,8.63,5.73,6.55,4.06,2019
2019-09-14,8.46,9.69,80.5,100.15,9.93,16.82,13.55,13.45,22.68,12.74,16.9,4.66,4.25,6.21,3.34,10.87,7.59,8.35,5.34,2019
2019-09-15,0.65,7.47,76.83,100.28,10.04,13.92,9.66,9.62,19.12,9.07,13.61,2.95,3.57,5.45,2.68,8.4,6.25,6.77,4.17,2019
2019-09-16,0.11,6.81,70.48,100.33,12.69,13.9,8.34,8.29,20.38,7.69,13.54,2.32,1.8,3.82,2.52,6.14,4.32,5.42,3.25,2019
2019-09-17,1.74,6.88,73.83,100.73,13.02,13.5,8.52,8.48,19.92,6.9,13.03,3.15,1.04,2.29,1.73,5.44,2.78,4.03,2.41,2019
2019-09-18,1.77,6.92,75.02,101.16,11.43,13.26,8.68,8.63,19.41,7.98,12.96,3.22,1.54,1.53,1.32,4.75,2.85,3.3,2.23,2019
2019-09-19,0.13,6.82,67.06,101.03,14.07,14.47,8.46,8.31,21.77,7.71,14.42,3.83,1.79,1.13,0.67,4.97,2.46,2.78,1.71,2019
2019-09-20,0.07,8.98,73.47,100.59,13.19,17.27,12.5,12.38,24.25,11.06,17.22,2.79,1.25,3.88,2.38,6.67,3.63,5.23,2.95,2019
2019-09-21,2.06,10.8,79.17,100.62,12.31,18.97,15.31,15.23,25.48,13.17,18.95,5.44,2.25,0.14,0.35,5.58,2.61,2.63,1.45,2019
2019-09-22,2.89,12.69,83.76,99.81,13.52,20.33,17.67,17.53,27.04,13.51,20.49,6.02,4.28,3.74,2.25,9.76,6.53,6.8,4.03,2019
2019-09-23,13.18,13.62,85.37,98.84,9.36,20.93,18.63,18.6,25.64,16.28,21.17,7.82,4.57,1.56,0.91,9.38,5.48,6.3,4.0,2019
2019-09-24,1.83,9.19,88.16,99.22,4.46,14.94,12.56,12.54,16.68,12.22,14.5,4.38,2.71,1.34,0.75,5.72,3.46,3.28,2.13,2019
2019-09-25,0.44,7.99,76.28,99.4,8.19,15.35,10.54,10.46,19.3,11.11,14.62,5.6,3.05,1.45,0.81,7.05,3.86,3.47,2.05,2019
2019-09-26,10.64,9.65,88.31,99.05,7.55,15.13,13.28,13.15,17.45,9.9,15.21,2.18,2.85,5.85,2.94,8.03,5.79,6.77,3.98,2019
2019-09-27,0.81,7.42,75.52,100.06,11.05,14.17,9.55,9.5,19.27,8.23,13.75,3.15,2.27,3.42,2.08,6.56,4.35,5.02,3.01,2019
2019-09-28,5.14,9.84,91.94,99.93,8.58,14.9,13.7,13.59,19.25,10.68,15.02,2.9,1.97,3.53,2.27,6.43,4.24,5.25,3.0,2019
2019-09-29,0.15,5.17,71.08,101.32,9.75,10.07,4.48,4.32,14.9,5.14,9.4,3.13,2.49,2.38,1.3,5.51,3.79,4.21,2.39,2019
2019-09-30,1.2,4.98,71.54,101.12,11.4,9.8,3.92,3.81,14.46,3.07,8.73,3.16,0.97,2.42,2.04,5.59,3.01,4.07,2.58,2019
2019-10-01,32.31,8.51,96.7,99.59,8.97,12.29,11.46,11.16,15.85,6.88,11.98,4.33,2.8,1.15,1.11,5.48,3.92,3.67,2.28,2019
2019-10-02,0.41,5.85,77.95,99.97,11.02,10.01,6.05,5.66,13.82,2.8,9.68,2.04,1.59,4.67,2.48,6.71,4.07,5.48,3.24,2019
2019-10-03,2.61,4.36,77.0,100.52,10.06,6.38,1.94,1.87,10.32,0.25,5.64,2.91,2.23,3.02,1.96,5.93,4.19,4.39,2.82,2019
2019-10-04,2.02,4.36,73.8,100.73,10.0,6.92,1.98,1.95,11.98,1.99,6.28,1.45,2.28,5.41,2.69,6.86,4.97,6.05,3.92,2019
2019-10-05,1.2,4.39,77.27,101.39,12.61,6.5,2.14,2.13,12.74,0.13,5.8,5.38,2.3,0.89,0.63,6.27,2.93,3.43,1.91,2019
2019-10-06,1.7,7.11,90.88,100.37,12.78,10.28,8.89,8.29,15.83,3.06,10.33,4.53,2.38,4.37,2.72,8.89,5.1,6.45,3.83,2019
2019-10-07,7.0,7.95,90.93,100.23,5.48,11.65,10.53,10.54,14.86,9.38,11.98,3.21,1.94,4.5,2.34,7.7,4.28,6.14,3.42,2019
2019-10-08,0.25,5.85,76.5,101.04,11.19,9.64,6.19,6.12,16.33,5.13,10.1,4.67,1.97,1.9,1.19,6.57,3.16,4.05,2.44,2019
2019-10-09,0.36,5.67,81.33,101.51,12.72,8.68,5.78,5.75,15.6,2.88,8.8,4.47,1.11,2.49,2.1,6.96,3.21,4.58,2.69,2019
2019-10-10,0.91,6.06,80.63,101.46,10.72,9.95,6.75,6.72,16.85,6.13,9.91,3.51,1.09,4.6,2.78,8.11,3.87,6.02,3.48,2019
2019-10-11,4.81,6.0,80.26,101.07,10.3,9.82,6.55,6.53,16.13,5.83,9.77,2.92,1.83,5.25,3.23,8.17,5.06,6.71,4.03,2019
2019-10-12,3.09,6.85,87.66,100.04,9.18,10.58,8.3,8.21,14.96,5.78,10.27,5.76,3.6,1.15,0.5,6.9,4.1,4.32,2.77,2019
2019-10-13,0.77,5.43,77.24,100.09,9.33,8.98,4.97,4.88,14.21,4.88,8.71,4.83,2.08,2.64,2.02,7.47,4.1,4.86,2.85,2019
2019-10-14,0.35,5.63,86.75,99.73,9.26,7.47,5.42,5.4,12.92,3.66,7.5,4.62,3.31,1.94,1.6,6.56,4.91,5.27,3.03,2019
2019-10-15,0.67,4.88,78.94,100.23,10.07,6.92,3.47,3.46,12.24,2.17,6.86,4.79,3.72,2.24,1.49,7.02,5.21,5.52,3.37,2019
2019-10-16,4.64,5.84,82.37,99.37,10.52,8.51,5.91,5.89,14.98,4.47,8.74,6.3,4.41,2.78,1.76,9.08,6.18,6.73,4.34,2019
2019-10-17,35.83,5.76,91.96,97.86,2.29,6.7,5.45,5.48,7.96,5.67,6.68,7.8,6.94,7.47,4.19,15.27,11.13,10.67,7.54,2019
2019-10-18,0.91,5.02,80.72,99.26,8.88,6.8,3.72,3.71,11.07,2.19,6.79,2.75,3.36,5.96,3.17,8.71,6.53,7.57,4.91,2019
2019-10-19,1.46,4.23,76.97,100.18,9.89,4.66,1.49,1.49,10.81,0.92,5.18,5.18,2.57,1.04,0.74,6.22,3.31,3.36,2.2,2019
2019-10-20,0.17,5.1,82.34,100.14,11.62,6.58,4.09,3.98,13.64,2.02,6.89,3.67,2.1,1.92,1.2,5.58,3.31,4.02,2.49,2019
2019-10-21,3.13,5.72,88.25,100.5,10.18,8.04,5.76,5.76,13.6,3.43,7.6,5.82,2.77,0.71,0.57,6.52,3.34,3.3,1.91,2019
2019-10-22,10.5,6.63,85.39,99.96,8.69,9.96,7.81,7.8,15.17,6.48,10.16,4.19,3.17,5.76,3.28,9.95,6.46,7.44,4.83,2019
2019-10-23,7.61,6.5,81.7,99.54,7.34,10.19,7.48,7.43,14.41,7.08,10.46,4.9,4.15,4.26,1.97,9.16,6.12,7.02,4.28,2019
2019-10-24,0.67,5.97,92.42,100.35,7.67,7.18,6.33,6.31,11.39,3.72,7.5,5.49,3.89,3.54,2.6,9.03,6.49,6.63,3.85,2019
2019-10-25,0.37,4.88,87.35,100.9,6.83,5.62,3.55,3.57,9.99,3.16,5.5,3.66,1.67,1.58,1.26,5.24,2.93,3.46,2.12,2019
2019-10-26,0.58,4.27,75.72,100.85,9.06,5.77,1.7,1.67,11.12,2.06,5.63,6.35,2.96,0.37,0.17,6.72,3.13,3.67,2.01,2019
2019-10-27,23.44,5.41,94.12,99.9,4.57,5.73,4.85,4.7,7.97,3.4,5.74,5.02,5.16,4.56,2.02,9.58,7.19,7.07,4.73,2019
2019-10-28,1.26,6.46,91.94,100.39,6.64,8.4,7.48,7.5,12.88,6.24,8.74,2.96,1.91,1.81,0.88,4.77,2.78,3.72,2.23,2019
2019-10-29,0.23,7.31,91.1,100.6,9.32,10.43,9.33,9.3,15.69,6.37,10.75,2.37,2.03,4.57,2.38,6.94,4.41,5.76,3.3,2019
2019-10-30,1.48,7.44,88.8,100.69,4.87,11.22,9.62,9.58,13.74,8.88,11.41,4.02,2.19,2.55,1.36,6.57,3.55,4.26,2.46,2019
2019-10-31,42.09,8.16,98.33,98.85,7.44,10.79,10.71,10.52,14.23,6.79,10.97,7.21,5.72,2.39,1.58,9.6,7.3,5.01,3.31,2019
2019-11-01,6.99,3.84,78.48,99.11,8.43,3.55,-0.01,-0.38,6.84,-1.59,3.37,15.22,12.08,4.93,2.82,20.15,14.91,12.27,8.61,2019
2019-11-02,0.34,3.37,80.46,100.43,7.86,1.81,-1.62,-1.64,5.3,-2.57,1.37,3.19,1.29,2.02,1.25,5.22,2.54,3.4,2.0,2019
2019-11-03,0.67,4.38,91.29,99.96,4.92,3.29,1.89,1.92,6.02,1.1,3.2,2.9,3.23,4.27,2.08,7.16,5.31,5.85,3.65,2019
2019-11-04,1.16,4.12,89.99,100.63,5.12,2.65,1.14,1.13,4.98,-0.14,2.64,5.38,2.93,2.84,2.26,8.22,5.19,5.59,3.46,2019
2019-11-05,5.26,5.25,93.67,100.14,5.88,4.93,4.45,4.42,7.61,1.73,5.41,2.59,1.86,5.41,3.17,8.0,5.03,6.92,4.06,2019
2019-11-06,0.25,3.16,75.29,100.71,4.47,1.4,-2.46,-2.56,4.02,-0.46,1.41,4.16,4.16,5.53,3.06,9.69,7.22,7.4,4.65,2019
2019-11-07,4.08,3.03,85.02,100.43,5.93,-0.74,-3.09,-3.19,1.08,-4.85,-0.87,2.96,1.61,3.65,2.18,6.61,3.79,4.83,2.98,2019
2019-11-08,0.55,2.15,72.64,100.5,5.52,-3.25,-7.54,-7.15,-0.21,-5.74,-3.35,3.44,3.1,4.23,2.34,7.67,5.44,5.89,3.73,2019
2019-11-09,1.46,2.6,82.25,100.4,5.64,-2.54,-5.13,-5.01,-0.16,-5.8,-2.51,5.1,3.47,3.7,2.19,8.79,5.66,6.34,4.21,2019
2019-11-10,0.54,3.25,85.0,99.65,7.63,-0.3,-2.23,-2.42,3.62,-4.01,0.01,3.28,2.38,5.35,3.17,8.63,5.55,7.52,4.84,2019
2019-11-11,6.43,1.62,64.42,100.76,3.01,-4.73,-11.11,-10.34,-3.87,-6.88,-5.48,5.24,3.82,2.88,2.36,8.12,6.17,4.89,3.63,2019
2019-11-12,9.8,1.74,82.48,99.84,5.83,-7.91,-10.37,-9.81,-5.67,-11.5,-7.9,5.65,3.56,4.87,3.71,10.52,7.27,8.17,5.8,2019
2019-11-13,0.03,1.33,78.69,100.9,6.22,-12.15,-13.55,-12.54,-6.54,-12.76,-10.57,8.0,5.46,2.5,1.81,10.5,7.27,6.35,4.44,2019
2019-11-14,2.64,2.09,91.24,100.89,8.97,-7.11,-7.91,-7.9,-2.7,-11.67,-6.69,4.69,2.6,3.06,2.13,7.75,4.74,5.42,3.39,2019
2019-11-15,1.34,2.77,92.28,100.29,13.94,-3.76,-4.32,-4.71,0.86,-13.08,-3.22,5.66,4.67,6.79,3.99,12.45,8.66,9.55,6.22,2019
2019-11-16,1.22,1.06,80.84,101.9,12.15,-15.86,-16.13,-15.04,-7.12,-19.26,-13.54,3.05,1.59,2.93,2.07,5.98,3.66,4.28,2.83,2019
2019-11-17,2.49,1.51,84.88,101.36,11.59,-11.84,-11.93,-11.44,-3.37,-14.96,-9.85,3.32,1.37,2.9,1.89,6.22,3.26,4.04,2.62,2019
2019-11-18,0.58,2.22,95.39,100.03,12.15,-7.27,-7.22,-7.36,-0.48,-12.63,-6.59,2.49,1.01,3.7,2.57,6.19,3.58,4.7,3.01,2019
2019-11-19,1.34,3.07,93.97,99.52,4.12,-3.18,-3.04,-3.0,0.11,-4.01,-2.18,3.83,2.05,0.81,0.57,4.65,2.62,2.71,1.66,2019
2019-11-20,1.82,3.19,96.88,100.16,5.59,-2.86,-2.41,-2.42,0.47,-5.12,-1.96,2.8,1.78,2.08,1.09,4.87,2.86,3.09,1.77,2019
2019-11-21,0.84,2.96,96.7,100.3,8.65,-3.24,-3.43,-3.6,0.72,-7.93,-2.96,4.89,3.08,1.2,1.01,6.09,4.08,3.98,2.39,2019
2019-11-22,3.04,3.29,90.57,98.78,11.06,-1.37,-2.22,-2.68,3.4,-7.67,-0.85,8.02,6.41,5.73,3.56,13.75,9.96,10.52,6.96,2019
2019-11-23,0.6,2.39,88.4,99.48,11.65,-5.48,-6.36,-6.5,1.2,-10.45,-4.72,5.18,3.61,3.52,2.05,8.69,5.66,6.17,3.62,2019
2019-11-24,0.8,3.01,94.77,98.57,6.53,-3.52,-3.42,-3.38,1.48,-5.05,-2.67,3.85,2.0,1.92,1.26,5.77,3.26,3.92,2.4,2019
2019-11-25,0.16,3.55,96.96,98.96,9.08,-1.42,-1.14,-1.24,4.32,-4.77,-0.7,2.34,1.98,4.82,2.54,7.16,4.51,6.02,3.26,2019
2019-11-26,0.21,4.16,99.54,99.64,5.39,0.38,1.15,1.12,4.31,-1.08,1.22,5.36,3.18,3.08,1.68,8.44,4.86,5.55,2.95,2019
2019-11-27,9.96,3.72,96.8,99.55,3.24,-0.41,-0.42,-0.4,1.68,-1.55,0.04,6.57,5.15,3.1,1.89,9.67,7.04,6.38,4.47,2019
2019-11-28,2.64,2.6,87.6,100.01,8.47,-3.68,-5.18,-5.16,-0.32,-8.79,-3.39,4.3,3.86,5.78,3.46,10.08,7.32,7.6,5.25,2019
2019-11-29,0.01,1.46,80.17,101.06,10.28,-10.8,-12.4,-11.66,-4.26,-14.54,-9.62,1.87,1.02,4.29,2.84,6.15,3.86,5.24,3.4,2019
2019-11-30,0.0,1.07,78.55,100.56,9.45,-15.75,-16.24,-14.99,-7.1,-16.55,-13.31,1.47,1.04,3.58,2.35,5.04,3.38,4.22,2.93,2019
2019-12-01,0.03,1.26,83.08,100.1,10.44,-13.79,-14.32,-13.69,-8.2,-18.64,-12.03,3.95,3.09,2.81,2.05,6.76,5.13,4.97,3.63,2019
2020-04-01,0.13,3.58,88.33,99.92,7.79,1.22,-0.92,-0.93,4.77,-3.02,0.82,2.0,2.51,5.44,2.88,7.43,5.38,6.32,4.26,2020
2020-04-02,5.34,3.99,92.15,99.53,5.87,1.82,0.54,0.52,4.47,-1.4,1.71,4.45,3.67,4.78,2.99,9.22,6.67,7.05,4.96,2020
2020-04-03,5.16,4.83,89.96,99.89,7.24,4.6,3.24,3.22,9.46,2.22,4.77,4.41,3.79,7.49,5.22,11.9,9.01,10.23,7.45,2020
2020-04-04,0.31,4.63,85.47,100.23,10.84,5.1,2.71,2.61,10.94,0.11,4.95,5.58,3.66,1.19,0.87,6.77,4.53,3.49,2.54,2020
